index,season no.,episode no.,episode name,name,line
328,1,2,Lawnmower Dog,John,"Goldenfold's got more control here than I anticipated. I mean, the guy teaches high-school math.  I didn't take him for an active dreamer. We've got to take him out so he wakes up, Harry but we can't get killed. If you get killed in someone else's dream, you die for real, Harry."
329,1,2,Lawnmower Dog,Harry,What?! Are you kidding me?! Ohhhhhh!
330,1,2,Lawnmower Dog,John,"Don't be a baby! You avoid getting shot in real life all the time, Harry. Just do the same thing here, and we'll be fine!"
331,1,2,Lawnmower Dog,Jerry,Now bring me my slippers.
332,1,2,Lawnmower Dog,Summer,"Now, be my footstool, Snuffles."
333,1,2,Lawnmower Dog,Jerry,This is what I'm talking about. This is a dog.
335,1,2,Lawnmower Dog,Jerry,"You said the same thing, equally sarcastically, at our wedding and guess what?"
336,1,2,Lawnmower Dog,Snuffles,Ooowwwwowowwaawaa!
337,1,2,Lawnmower Dog,Summer,"Oh, my God! He's trying to tell us something.  That is so awesome."
338,1,2,Lawnmower Dog,Snuffles,Aaaawwaaaaawaawa!
339,1,2,Lawnmower Dog,Jerry,"Aw, he's saying ""I love lasagna""."
340,1,2,Lawnmower Dog,Snuffles,Ooooyayawawa!
341,1,2,Lawnmower Dog,Summer,"He's saying ""I love Obama"".  So cute! I'm posting this  online, like, right now."
342,1,2,Lawnmower Dog,Jerry,I should call Bob Saget. Is that still a thing?
343,1,2,Lawnmower Dog,Snuffles,Hmm?
344,1,2,Lawnmower Dog,John,"Goldenfold, we're coming out! We just want to talk!"
346,1,2,Lawnmower Dog,John,Because we're both rational adults that don't want anything bad to happen. And because I have a human shield.
347,1,2,Lawnmower Dog,Mr. Goldenfold,Mrs. Pancakes! AAAAAAAAHHHH!!!!!
349,1,2,Lawnmower Dog,John,"Oh, no, Harry. His subconscious is panicking."
352,1,2,Lawnmower Dog,John,Whoa! Whoa! Whoa! Whoooooaaaa! Whoa! Whoa! Whoooooaaaa!
353,1,2,Lawnmower Dog,Harry,Whooooa! Whoooooooa! Whoa! Whooooooooaaaaa!
354,1,2,Lawnmower Dog,Harry,AAAAAAAAAAAAAAAAAAAAAAAAHHHHHHHHHH!!!!!!!!!!
355,1,2,Lawnmower Dog,John,"Relax, Harry. Look! Mrs. Pancakes has a parachute. Come on!"
356,1,2,Lawnmower Dog,Mrs. Pancakes,"Hey, you don't know me!"
357,1,2,Lawnmower Dog,Harry,"Oh, no, John, look! Goldenfold landed the plane, and he's created a  mechanical arm to pluck Mrs. Pancakes out of the air while he lets us fall - into a giant vat of lava!"
358,1,2,Lawnmower Dog,John,"Pretty concise, Harry. Looks like we've merely prolonged the inevitable. That's it, Harry! Prolonging the inevitable! Listen, if we go into Mrs. Pancakes' dream, everything will go 100 times slower, Harry. That'll buy us some time to figure this out!"
359,1,2,Lawnmower Dog,Mrs. Pancakes,You don't know m-
360,1,2,Lawnmower Dog,John,"All right, let's go."
361,1,2,Lawnmower Dog,Harry,"Oh, man, John, this is pretty weird."
362,1,2,Lawnmower Dog,John,"Don't judge, Harry."
363,1,2,Lawnmower Dog,Harry,"Okay. All right, well Look, Mrs. Pancakes is right over there. I'll just go ask her to tell goldenfold not to kill us when she wakes up."
364,1,2,Lawnmower Dog,John,"Whoa, whoa, Harry, the tJohn to incepting is making people think they came up with the idea. Listen to me. If we're gonna incept Mrs. Pancakes, we have to blend. I'll talk to you after lunch."
366,1,2,Lawnmower Dog,Harry,"Ooh, oh! Oh, man."
368,1,2,Lawnmower Dog,Harry,"I'm sorry. No, no."
370,1,2,Lawnmower Dog,Harry,"No, thanks!"
372,1,2,Lawnmower Dog,Harry,"No, I'm okay."
373,1,2,Lawnmower Dog,Harry,Whoa!
375,1,2,Lawnmower Dog,Summer,"Hey, there, stranger. What do you think of these things?"
376,1,2,Lawnmower Dog,Harry,Ohh! Oh! Gross! Gross!
377,1,2,Lawnmower Dog,John,"Whoa, whoa, whoa! What's the matter with you, Harry? Calm down! You're kind of killing the vibe in here."
378,1,2,Lawnmower Dog,Harry,"It's Summer! Aw, geez."
380,1,2,Lawnmower Dog,Summer,"Can you blame him? Come on, old man, little boy. Let's make an inter-generational sandwich."
384,1,2,Lawnmower Dog,John,"Time to go another dream deep, Harry!"
385,1,2,Lawnmower Dog,Harry,What the hell? Why would Mr. Goldenfold's dream version of Mrs.
387,1,2,Lawnmower Dog,John,"Geez, I don't know, Harry. Wha-what do you want from me?"
388,1,2,Lawnmower Dog,Scary Terry,"Welcome to your nightmare, bitch! RAAAAAWWWRRR!"
389,1,2,Lawnmower Dog,John,"Oh, here we go!"
390,1,2,Lawnmower Dog,Harry,Ooooooohhhhh! Holy crap!
391,1,2,Lawnmower Dog,John,Looks like some sort of legally safe knock-off of an '80s horror character with miniature swords for fingers instead of knives.
392,1,2,Lawnmower Dog,Scary Terry,"I'm scary Terry. You can run, but you can't hide, bitch!"
393,1,2,Lawnmower Dog,Jerry,"Whoa! Hey, buddy. What you got going on there?"
394,1,2,Lawnmower Dog,Snuffles,Snuffles fix. Make better.
395,1,2,Lawnmower Dog,Summer,Humans understand snuffles now? That is awesome!
396,1,2,Lawnmower Dog,Snuffles,Snuffles want to be understood. Snuffles need to be understood.
397,1,2,Lawnmower Dog,Jerry,"Okay, yeah. I get what Beth was talking about. Fun's over."
398,1,2,Lawnmower Dog,Summer,"Whoa, dad, you can't, like, endow a creature with sentience and then rip it away."
399,1,2,Lawnmower Dog,Jerry,Why not?
400,1,2,Lawnmower Dog,Summer,I don't know. It's Indian giving.
402,1,2,Lawnmower Dog,Summer,"Aw! Oh, my God! He recognizes the other dogs on TV."
404,1,2,Lawnmower Dog,John,"Holy crap! We have to escape into someone else's dreams, Harry!"
405,1,2,Lawnmower Dog,Harry,"Oh, man, oh, man, oh, man!"
407,1,2,Lawnmower Dog,John,The little girl!
408,1,2,Lawnmower Dog,Harry,Huh?
410,1,2,Lawnmower Dog,John,"Are you kidding me? This again? Oh, man, it looks like we've hit dream bedrock here, Harry."
411,1,2,Lawnmower Dog,Harry,"Oh, geez, John. W-w-whoa, this isn't good."
412,1,2,Lawnmower Dog,Scary Terry,"Nothing but fear from here on out, bitch!"
413,1,2,Lawnmower Dog,Harry,Ohhhh!
414,1,2,Lawnmower Dog,John,"Holy crap, Harry. He can travel through dreams. He can travel through dreams! We're so screwed!"
415,1,2,Lawnmower Dog,Snuffles,"Where are my testicles, Summer? ... Where are my testicles, Summer? They were removed. Where have they gone?"
417,1,2,Lawnmower Dog,Snuffles,Do not call me that!
418,1,2,Lawnmower Dog,Snuffles,"""Snuffles"" was my slave name. You shall now call me Snowball, because my fur is pretty and white."
419,1,2,Lawnmower Dog,Summer,"Okay, Snowball, just calm down, okay? You're scaring me."
420,1,2,Lawnmower Dog,Snuffles,Scaring you?
421,1,2,Lawnmower Dog,Summer,AAAAAAAHHH!!!!!
422,1,2,Lawnmower Dog,Snuffles,"Tell me, Summer, if a human was born with stumpy legs, would they breed it with another deformed human and put their children on display like the dachshund?"
423,1,2,Lawnmower Dog,Summer,Uhhh ...
424,1,2,Lawnmower Dog,Jerry,"Hey. Oh, wow. Okay, is is is everything okay in here?"
425,1,2,Lawnmower Dog,Snuffles,"Jerry, come to rub my face in urine again?"
428,1,2,Lawnmower Dog,Summer,Yeah. Totally. Let's go.
429,1,2,Lawnmower Dog,Snuffles,You will walk when it is time to walk.
430,1,2,Lawnmower Dog,John,What are we here for again? Incepting? We're trying to incept-
431,1,2,Lawnmower Dog,Harry,"We're trying to incept me to get an ""A"" in math?"
432,1,2,Lawnmower Dog,John,"Oh, yeah."
433,1,2,Lawnmower Dog,Scary Terry,"Buckle up, bitch!"
434,1,2,Lawnmower Dog,Harry,Ooooooaaahhh!
435,1,2,Lawnmower Dog,Harry,"Man, he sure says ""bitch"" a lot!"
436,1,2,Lawnmower Dog,Scary Terry,"You can run, but you can't hide, bitch!"
437,1,2,Lawnmower Dog,John,"Hold on, Harry. Y-you know what? He keeps saying we can run but we can hide. I say we try hiding."
438,1,2,Lawnmower Dog,Harry,But that's the opposite of what-
439,1,2,Lawnmower Dog,John,"Yeah, well, since when are we taking this guy's advice on anything?"
440,1,2,Lawnmower Dog,Harry,"Hey, you know what? You got a really good point there, John. Like, if the truth was that we could hide, it's not like he'd be sharing that information with us, you know? I-I-I think it's a good idea, John."
441,1,2,Lawnmower Dog,John,Worst-case scenario we're back to running.
442,1,2,Lawnmower Dog,Harry,"Wow, you know what? I mean, it looks like we could have just hid this whole time. Boy, John, that was some good thinking."
443,1,2,Lawnmower Dog,John,"Thanks, Harry. Yeah, it's nice to be on the same page every once in a while."
444,1,2,Lawnmower Dog,Scary Terry,You can run But you can't hide!
445,1,2,Lawnmower Dog,John,"Oh, this is perfect, Harry. Look at that. He's getting sleepy. Just a little bit longer before he calls it a day. That's when we make our move."
446,1,2,Lawnmower Dog,Jerry,"Snuffles, we didn't mean you any harm! This is a huge misunderstanding."
447,1,2,Lawnmower Dog,Summer,"Dad, he wants to be called snowball."
448,1,2,Lawnmower Dog,Jerry,"Well, I'm not calling him that. That's ridiculous."
449,1,2,Lawnmower Dog,Snuffles,"You're being very aggressive, Jerry. Perhaps tomorrow Dr. Scraps will solve that problem with a bit of surgery."
450,1,2,Lawnmower Dog,Jerry,Huh! You think you can control me with a haircut?
452,1,2,Lawnmower Dog,Scary Terry,I don't want to talk about it!
456,1,2,Lawnmower Dog,Scary Terry,"Yeah, I know, I know. I shouldn't take my anger out on you or Scary Brandon. I love you, Melissa."
458,1,2,Lawnmower Dog,John,"Harry, this is perfect. After a little scary coitus, they should be fast asleep and then we'll incept him."
459,1,2,Lawnmower Dog,John,Looks like scary Terry's having a nightmare.
460,1,2,Lawnmower Dog,Harry,"Oh, boy, John. I can only imagine what horrible things must, you know scare Scary Terry."
461,1,2,Lawnmower Dog,Scary Terry,"Oh, no! I'm late to class, bitch! Oh, no! I'm not wearing any pants!"
463,1,2,Lawnmower Dog,Scary Terry,"Oh, uh, um ... ""Bitch."""
465,1,2,Lawnmower Dog,John,"Yeah, this is a bunch of bullcrap. Who cares what stupid pun you make when you kill someone? Why don't you let the poor guy say whatever he wants?"
467,1,2,Lawnmower Dog,John,"You're putting too much pressure on yourself, scary Terry. You know, I mean, y-you're perfectly scary enough as it is."
468,1,2,Lawnmower Dog,Harry,"Hey, yo, scary T., don't even trip about your pants dawg. Here's a pair on us, fool."
469,1,2,Lawnmower Dog,Scary Terry,"Aww, bitch. I don't know what to say."
470,1,2,Lawnmower Dog,Harry,"You don't need to say anything. We got you, dawg."
471,1,2,Lawnmower Dog,John,"You're our boy, dawg. Don't even trip."
472,1,2,Lawnmower Dog,Scary Terry,"Oh, hey, it's you guys!"
474,1,2,Lawnmower Dog,Scary Terry,"If you guys ever need anything, just say the word."
475,1,2,Lawnmower Dog,John,"As a matter of fact, Terry, there is something you could help us with."
477,1,2,Lawnmower Dog,Scary Terry,I always hated that song!
478,1,2,Lawnmower Dog,Scary Terry,"These halves don't belong together, bitch!"
479,1,2,Lawnmower Dog,Scary Terry,Sex is sacred!
480,1,2,Lawnmower Dog,Scary Terry,"This is because you don't give Harry Smith good grades, bitch!"
481,1,2,Lawnmower Dog,Mr. Goldenfold,"Holy crap! God damn! I know one thing for sure I'm giving Harry an ""A"" in math, and that's my idea. That is an original thought."
482,1,2,Lawnmower Dog,Harry,What the hell?
483,1,2,Lawnmower Dog,John,"Out of the frying pan dot, dot, dot, huh, Harry?"
484,1,2,Lawnmower Dog,Harry,"Oh, man, what's going on?"
485,1,2,Lawnmower Dog,John,"Well, it's possible that your dog became self-aware and made modifications on the cognition amplifier, then turned on Jerry, Beth, and Summer after learning about humanity's cruel subjugation of his species, but your guess is as good as mine, Harry."
486,1,2,Lawnmower Dog,Jerry,I can't believe how mean snuffles got just because he's smart.
487,1,2,Lawnmower Dog,Summer,This is why I choose to get C's.
488,1,2,Lawnmower Dog,John,"Psst, Beth, Jerry, Summer."
489,1,2,Lawnmower Dog,Harry,- Dad! - John!
490,1,2,Lawnmower Dog,John,If we hurry we can set up camp in a sewer tunnel or something before the dogs completely take over.
491,1,2,Lawnmower Dog,Jerry,"Whoa, whoa, whoa. We're not going anywhere. This is my house. I'm not abandoning it."
492,1,2,Lawnmower Dog,John,"It's all over, Jerry. The dogs are on a path to total world domination. But, hey, at least they know not to piss on your carpet, right?"
493,1,2,Lawnmower Dog,Jerry,"Wait a minute. I have an idea. Gentlemen, a moment of your time.  See that? I'm peeing all over your special guns. That means I own them."
494,1,2,Lawnmower Dog,Snuffles,Bad person. Bad.
495,1,2,Lawnmower Dog,John,"Ooh, great plan, Jerry."
496,1,2,Lawnmower Dog,Snuffles,"Bring the boy to me. You were always kind to me, Harry. That's why I will leave you with your testicles. From now on, you will be my best friend and live by my side."
497,1,2,Lawnmower Dog,Harry,"Th-thanks, snuffles."
498,1,2,Lawnmower Dog,Snuffles,Begin phase two.
502,1,2,Lawnmower Dog,Harry,"Mmm. Thank you, Fido. John! I thought you were dead!"
503,1,2,Lawnmower Dog,John,"No, no, no, I was just playing dead. Good news, though, Harry. This whole thing's gonna be over really soon."
504,1,2,Lawnmower Dog,Harry,What?
505,1,2,Lawnmower Dog,John,"It's a dream, Harry. We're in your dog's dream. The night the dogs captured us, after you cried and crapped your pants, we all went to sleep. Then I used my dream inceptors to put the two of us inside snuffles' dream."
506,1,2,Lawnmower Dog,Harry,But I-it's been like a whole year!
507,1,2,Lawnmower Dog,John,"It's been six hours. Dreams move one one-hundredth the speed of reality, and dog time is one-seventh human time. So, you know, every day here is like a minute. It's like ""Inception,"" Harry, so if it's confusing and stupid, then so is everyone's favorite movie."
508,1,2,Lawnmower Dog,Harry,"Aw, man. I really liked this life. Well, at least I didn't really crap my pants."
509,1,2,Lawnmower Dog,John,"No, no, that happened before you went to sleep, Harry. You're sleeping in your crap right now. Out of all the things that happened to you, that was the only real thing that, you know, is that you crapped your pants. I mean, it's a mess out there. I got some on my hands, Harry, and then I got it on the dream inceptor, and a piece fell in my mouth."
510,1,2,Lawnmower Dog,Harry,"Aw, man, geez! Seriously?"
511,1,2,Lawnmower Dog,John,"Look, d-d-d-don't worry about it, Harry. Here, here take these, Harry. Take these."
512,1,2,Lawnmower Dog,Harry,"Are these pills supposed to wake me up, or something?"
513,1,2,Lawnmower Dog,John,Close. It's gonna make your kidneys shut down.
